long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1,0.926829,0.05,0,1,1,1,1
1,0.146341,0.15,0,0,0,0,0
1,0.146341,0.5,0,0,0,0,0
1,1,0.5,1,1,1,1,1
1,0.414634,0.25,1,1,0,0,1
1,0.487805,0.5,0,0,0,0,0
1,0.536585,0.35,0,0,0,0,0
1,0.341463,0.8,1,1,1,1,1
1,0.243902,0.35,1,1,1,1,1
1,0.658537,0.55,0,0,0,0,0
1,0.195122,0.35,1,0,0,0,0
1,0.02439,0.3,0,0,0,0,0
1,0.170732,0.5,0,0,0,0,0
0,0.243902,0.2,0,0,0,0,0
1,0.780488,0.7,1,1,1,1,1
0,0.146341,0.5,0,0,0,1,0
1,0.487805,0.15,0,0,0,0,0
1,0.926829,0.4,0,1,1,1,1
1,0.219512,0.45,0,0,0,0,0
0,0.121951,0.55,0,0,0,0,0
0,0.512195,0.3,0,1,0,0,0
1,0.04878,0.35,0,1,1,1,1
1,0.512195,0.75,1,0,1,1,1
0,0.146341,0.65,0,0,0,0,0
0,0.317073,0.35,0,0,0,0,0
1,0.512195,0.7,0,0,0,0,0
1,0.073171,0.7,0,1,0,0,0
1,0.560976,0.1,0,0,0,0,0
1,0.682927,0.6,0,0,1,1,1
1,0.073171,0.2,0,0,0,0,0
1,0.682927,0.25,0,0,0,0,0
1,0.317073,0.4,0,0,1,0,0
1,0.04878,0,0,0,0,0,0
1,0.341463,0.9,1,1,1,1,1
0,0.390244,0.7,1,1,1,1,1
1,0.097561,0.4,0,0,0,1,0
1,0.756098,0.7,1,0,1,1,1
1,0.317073,0.9,0,1,1,1,1
1,0.317073,0.4,1,1,1,1,1
1,0.121951,0.6,0,1,0,0,0
0,0.926829,0.05,1,1,1,1,1
1,0.878049,0.65,1,1,1,1,1
1,0.536585,0.75,1,0,1,1,1
1,0.658537,0.5,0,0,0,0,0
1,0.195122,0.2,0,0,0,0,0
1,0.634146,0.5,1,1,1,1,1
1,0.463415,0.7,0,0,1,0,0
1,0.487805,0.25,0,0,0,0,0
1,0.268293,0.9,1,0,1,1,1
1,0.804878,0.85,1,1,1,0,1
0,0.341463,0.7,0,0,0,1,0
1,0.902439,0.35,1,1,1,0,1
1,0.219512,0.2,0,0,1,0,0
1,0.219512,0.45,1,1,1,1,1
1,0.853659,0.55,1,1,1,1,1
1,0.487805,0.25,1,0,0,0,0
1,0.707317,0.6,0,0,0,0,0
1,0,0.2,0,0,0,0,0
1,0.097561,0,0,0,0,0,0
1,0.04878,0.6,0,0,1,0,0
1,0.170732,0.1,0,0,0,0,0
1,0.536585,0.35,1,0,0,0,0
1,0.560976,0.45,0,0,0,1,0
1,0.097561,0.55,1,1,0,0,1
1,0.317073,0.85,1,1,1,0,1
1,0.487805,0.65,0,0,0,0,0
1,0.926829,0.65,1,1,1,1,1
1,0.634146,0.4,1,0,0,0,0
1,0.926829,0,1,1,1,1,1
1,0.707317,0.05,1,1,1,1,1
1,0.243902,0.45,0,0,0,0,0
1,0.463415,0.65,1,1,1,0,1
1,0.682927,0.5,1,1,1,1,1
1,0.536585,0,1,1,1,1,1
1,0.585366,0.55,1,0,1,1,0
1,0.97561,0.3,0,0,0,1,1
1,0.536585,0.65,1,1,1,1,1
1,0.95122,0.05,1,1,1,1,1
1,0.121951,0.6,0,1,1,1,1
1,0.707317,0.5,0,0,0,0,0
1,0.585366,0.45,1,1,0,1,0
1,0.682927,0.6,1,1,1,1,1
1,1,0.75,1,1,1,0,1
1,0.170732,0.5,1,1,1,1,1
1,0.731707,0.35,1,1,1,1,1
1,0.365854,0.45,0,0,0,0,0
0,0.146341,0.05,0,1,0,0,0
0,0.512195,0.5,0,0,0,0,0
1,0.439024,0.3,0,0,0,0,0
1,0.439024,0.75,1,1,1,1,1
0,0.268293,0.2,1,1,1,1,1
1,0.146341,0.4,1,1,1,1,1
1,0.341463,0.4,0,0,0,0,0
1,0.414634,0,0,0,0,0,0
0,0,0.5,0,0,0,0,0
1,0.707317,0.55,0,1,0,0,0
1,0.195122,0.55,0,0,0,1,0
0,0.756098,0,0,1,1,0,1
1,0.853659,0.15,1,1,1,1,1
1,0.439024,0.9,1,1,1,1,1
1,0.658537,0.2,0,0,0,0,0
1,0.609756,0.3,1,0,1,1,1
1,0.268293,0.15,1,0,1,0,0
0,0.04878,0.35,0,0,0,0,0
1,0.04878,0.1,0,0,0,0,0
1,0.243902,0.7,0,0,0,0,0
1,0.146341,0.3,0,0,0,0,0
1,0.804878,0.25,1,1,1,1,1
1,0.243902,0.5,0,1,0,0,0
1,0.097561,0.05,0,0,0,0,0
0,0.170732,0.65,1,1,1,1,1
0,0.804878,0.7,1,1,0,1,1
1,0.390244,0.4,1,0,0,1,1
1,0.341463,0.7,1,1,1,1,1
1,0.609756,0.4,0,0,0,0,0
1,0.04878,0.15,0,0,0,0,0
1,0.731707,0.65,1,1,1,1,1
1,0.756098,0.6,1,1,1,0,1
1,0.463415,0.15,0,0,1,0,0
1,0.02439,0.2,0,0,0,0,0
1,0.634146,0.4,0,1,0,0,0
1,0.02439,0.95,1,1,1,1,1
1,0.463415,0.2,1,0,0,0,0
1,0.658537,0.55,1,0,1,1,1
1,0.634146,0.25,1,1,1,0,1
0,0.585366,0.7,1,1,1,1,1
1,0.04878,0.7,0,0,0,0,0
1,0.585366,0.75,1,1,1,1,1
1,0.560976,0.5,0,0,0,0,0
1,0.04878,0.55,1,1,0,1,1
1,0.439024,0.3,1,0,0,0,0
1,0.073171,0.95,0,1,1,1,1
1,0.536585,0.5,1,0,0,0,0
1,0.121951,0.2,0,0,0,0,0
1,0.146341,0.6,1,1,1,1,1
0,0.219512,0.2,1,1,0,1,1
0,0,0.55,0,1,0,0,0
0,0.731707,0.45,1,1,1,1,1
1,0.073171,0.2,1,1,0,0,1
1,0.560976,0.7,0,0,1,0,0
1,0.439024,0.55,0,1,0,0,0
1,0.463415,0.05,1,1,1,0,1
1,0.804878,0.55,1,1,1,1,1
0,0,0.7,0,0,0,0,0
1,0.292683,0.4,0,0,0,0,0
1,0.560976,0.35,1,1,1,1,1
1,0.390244,0.1,0,0,0,0,0
1,0.682927,0.45,1,1,1,1,1
0,0.292683,0.55,1,0,0,1,0
1,0.487805,0.1,1,1,1,1,1
1,0.95122,0.65,1,1,1,0,1
1,0.02439,0.3,1,1,1,0,1
1,0.756098,0.45,1,1,1,1,1
1,0.146341,0.3,0,0,0,0,0
1,0.268293,0.5,0,0,0,0,0
1,0.756098,0.6,0,1,1,1,1
1,0.780488,0.1,1,1,0,1,1
1,0.682927,0.2,1,1,1,1,1
1,0.682927,0.2,0,1,1,0,0
1,0.390244,0.6,0,0,0,0,0
1,0.292683,0,0,0,1,0,0
1,0.439024,0.3,1,1,1,1,1
1,0.439024,0.45,0,0,0,0,0
0,0.707317,0.2,0,0,0,0,0
0,0.878049,0.8,1,1,0,1,1
1,0.804878,1,1,0,1,1,1
1,0.634146,0.45,0,1,0,0,0
1,0.365854,0.4,0,0,0,0,0
1,0.853659,0.7,1,1,1,1,1
0,0.560976,0.4,0,0,0,0,0
1,0.756098,0.5,1,1,1,1,1
0,0.585366,0.6,1,1,1,1,1
1,0.707317,0.6,1,0,0,1,1
1,0.560976,0.7,1,1,1,1,1
1,0.146341,0.3,0,0,0,0,0
1,0.609756,0.4,1,1,1,1,1
0,0.658537,0.45,0,0,0,0,0
1,0.195122,0.7,1,0,0,0,0
1,0.073171,0.5,0,0,0,0,0
1,0.121951,0.7,1,1,1,1,1
1,0.585366,0.9,1,1,0,1,1
1,0.609756,0.55,0,0,0,0,0
1,0.146341,0.2,0,0,0,1,0
0,0.268293,0.55,0,0,0,0,0
1,0.634146,0.65,1,1,1,1,1
1,0.658537,0.3,1,1,1,1,1
0,0.146341,0.35,0,0,0,0,0
1,0.634146,0,0,0,0,0,0
1,0.292683,0.65,0,1,1,1,1
1,0.243902,0.6,0,0,0,0,0
1,0.317073,0.1,1,0,0,0,0
1,0.170732,0.1,0,0,0,0,0
1,0.536585,0.4,1,1,1,0,1
0,0.682927,0.35,0,1,1,1,1
1,0.439024,0.5,0,0,0,0,0
1,0.609756,0.7,0,0,0,0,0
1,0.390244,0.45,0,1,1,0,1
1,0.707317,0.65,0,0,0,0,0
0,0.658537,0.4,1,1,1,1,1
1,0.04878,0.85,1,1,1,1,1
1,0.463415,0.1,1,1,1,1,1
1,0.512195,0.45,0,0,0,0,0
1,0.02439,0.05,1,0,0,0,0
1,0.146341,0.25,1,0,0,0,0
1,0.02439,0,0,1,0,0,0
1,0.02439,0.3,1,1,1,1,1
1,0.853659,0.7,1,0,1,1,1
1,0.439024,0.35,0,1,0,0,0
1,0.926829,0.3,1,1,1,1,1
0,0.804878,0.25,1,0,1,1,1
1,0.268293,0.55,1,1,1,1,1
1,0.731707,0.95,1,1,1,1,1
1,0.609756,0.5,0,0,0,1,0
1,0.512195,0.3,0,0,0,0,0
1,0.560976,0.85,1,1,1,1,1
1,0.536585,0.2,0,0,0,1,0
1,0.243902,0,0,0,0,0,0
1,0.097561,0.3,1,1,1,1,1
1,0.04878,0.2,1,0,0,0,0
1,0.512195,0.3,1,1,1,1,1
1,0.658537,0.55,1,1,1,1,1
1,0.560976,0.9,1,0,1,1,1
1,0.97561,0,1,1,1,1,1
1,0.268293,0.75,1,1,1,1,1
1,0.487805,0.8,1,1,1,1,1
1,0.073171,0.25,0,0,0,0,0
0,0.536585,0.35,1,1,1,1,1
1,0.414634,0.65,0,0,0,1,0
1,0.536585,0,1,1,1,1,1
1,0.487805,0.25,1,0,0,0,0
1,0.414634,0.7,0,0,0,0,0
1,0.634146,0.1,0,0,0,0,0
1,0.243902,0.9,0,1,1,1,1
1,0.073171,0.7,0,0,1,0,0
1,0.097561,0.15,0,0,0,0,0
1,0.463415,0.1,0,0,0,1,0
0,0.658537,0.3,0,0,0,0,0
1,0.097561,0.45,1,0,0,0,0
1,0.390244,0,1,1,1,1,1
1,0.512195,0.65,0,0,0,0,0
1,0.634146,0.05,1,0,0,0,0
0,0.341463,0.45,1,1,1,1,1
1,0.585366,0.1,0,1,1,1,1
1,0.902439,0.4,1,1,1,1,1
1,0.439024,0.05,1,1,1,0,1
1,0.487805,0.45,1,1,1,1,1
1,0.097561,0,0,0,0,0,0
1,0.585366,0.65,1,0,1,0,0
1,0.243902,0.2,1,1,1,1,1
1,0.390244,0.6,1,0,0,0,0
1,0.634146,0.7,1,1,1,1,1
1,1,0.95,1,0,1,0,1
1,0.146341,0.75,1,0,1,1,1
1,0.073171,0.25,0,0,0,0,0
1,0.170732,0.05,1,0,1,1,1
1,0.146341,0.15,0,1,0,0,0
1,0.707317,0.85,1,1,0,1,1
1,0.121951,0.15,0,0,0,0,0
1,0.439024,0.15,1,1,1,1,1
1,0.02439,0.7,0,0,0,0,0
1,0.170732,0.55,0,0,0,0,0
0,0.926829,0.85,1,1,1,1,1
1,0.463415,0.75,1,1,1,1,1
1,0.463415,0.1,1,1,0,1,1
1,0.04878,0.6,0,1,1,1,1
1,0.878049,0.6,1,0,1,1,1
0,0.04878,0.35,0,0,1,1,1
0,0.560976,0.2,1,1,0,1,1
1,0.073171,0.2,1,1,1,1,1
1,0.292683,0.05,1,1,1,1,1
1,0.902439,0.3,1,1,1,1,1
1,0.219512,0.05,0,0,0,0,0
1,0.243902,0.15,0,0,0,0,0
1,0.170732,0.75,1,1,1,0,1
1,0.146341,0.15,1,1,0,0,0
1,0.195122,0.3,0,1,1,1,1
1,0.04878,0.8,0,1,0,1,1
1,0.97561,1,1,1,1,0,1
1,0.073171,0,0,0,0,1,0
1,0.195122,0.2,0,0,0,0,0
1,0.04878,0.35,0,0,0,0,0
1,0.292683,0.9,1,1,1,1,1
1,0.170732,0.7,0,0,0,0,0
1,1,0.6,0,1,1,1,1
0,0.463415,0.6,1,1,0,1,1
1,0.04878,1,1,1,1,0,1
1,0.243902,0.5,1,0,0,0,0
1,0.512195,0.45,0,1,0,1,0
1,0.609756,0.45,0,0,0,1,0
1,0.219512,0.5,0,0,0,0,0
1,0.829268,0.95,1,1,1,1,1
1,0.878049,0.75,1,1,1,1,1
1,0.268293,0.05,0,0,0,1,0
1,0.682927,0.55,0,0,0,0,0
1,0.073171,0.1,0,1,1,1,1
1,0.585366,0.5,1,1,1,1,1
1,0.414634,0.6,1,1,1,1,1
0,0.170732,0.15,1,0,0,1,1
1,0.243902,0.65,0,0,0,0,0
1,0.073171,0,0,0,1,0,0
0,1,0.05,0,0,0,1,1
1,1,0,1,1,1,1,1
1,0.658537,0.15,0,0,0,0,0
0,0.585366,0.3,1,1,0,0,1
1,0.292683,0.25,0,0,1,0,0
1,0.414634,0.55,0,0,0,0,0
0,0.829268,1,1,0,1,1,1
1,0.365854,0,0,0,0,1,0
0,0.756098,0.2,0,1,1,0,1
0,0.658537,0.45,0,0,0,0,0
1,0.365854,0.1,1,0,0,0,0
0,0.902439,0.55,1,1,1,0,1
1,0.390244,0.6,0,0,0,0,0
1,0.707317,0.55,0,1,0,0,0
1,0.707317,0.35,1,0,0,0,0
1,0.97561,0.35,1,1,1,1,1
1,0.682927,0.2,1,1,1,1,1
0,0.268293,0.25,1,0,0,0,0
1,0.097561,0.5,1,1,1,1,1
1,0.219512,0.7,0,0,0,0,0
1,0.560976,0.3,0,0,0,0,0
1,0.268293,0.45,0,0,1,0,0
1,0.073171,0.6,0,0,0,0,0
1,0.121951,0.7,1,1,1,1,1
1,0.97561,0.8,1,1,0,1,1
1,0.902439,0.6,1,1,1,1,1
1,0.146341,0.75,1,1,1,1,1
1,0.634146,0.05,1,1,1,1,1
1,0.487805,0.7,1,0,1,0,0
1,0.658537,0.4,0,0,0,0,0
1,0.414634,0.1,0,0,0,0,0
1,0.292683,0.45,1,0,1,1,1
1,0.170732,0.15,0,1,1,1,1
1,0.536585,0,0,1,1,0,1
1,0.756098,0.2,1,0,1,1,1
1,0.609756,0.45,0,0,0,0,0
1,0.195122,0.65,1,1,1,1,1
1,0.195122,0.2,1,0,1,0,0
1,0.804878,0,1,1,1,1,1
1,0.707317,0.85,1,1,1,1,1
1,0.97561,0.8,1,1,0,1,1
1,0.146341,0.8,1,1,1,1,1
1,0.268293,0.65,0,1,0,0,0
1,0.146341,0.75,1,1,1,1,1
1,0.560976,0.2,1,1,0,1,1
1,0.439024,0.05,0,0,0,0,0
0,0.487805,0.2,0,0,0,0,0
1,0.317073,0,0,0,0,0,0
1,0.512195,0.15,0,1,1,0,0
1,0.560976,0.5,0,1,1,1,1
1,0.02439,0.4,0,0,0,0,0
1,0.658537,0.75,1,1,1,1,1
1,0.780488,0.4,1,1,1,1,1
1,0.292683,0.1,0,0,0,0,0
1,0.170732,0.3,0,0,0,1,0
1,0.609756,0.6,0,0,1,0,0
0,0.195122,0,1,1,1,1,1
0,0.609756,0.7,0,0,0,0,0
1,0.170732,1,1,0,1,1,1
0,0.268293,0.9,0,0,1,1,1
1,0.268293,0.45,0,1,0,0,0
1,0.292683,0.6,0,0,0,0,0
1,0.585366,0.75,1,1,1,1,1
1,0.268293,0.9,1,1,1,1,1
1,0.804878,0.8,1,1,1,1,1
1,0.02439,0.45,0,0,0,0,0
1,0.756098,0.7,1,1,1,1,1
1,0.731707,0.85,0,1,1,1,1
1,0.341463,0.35,0,0,0,1,0
1,0.536585,0,0,0,0,0,0
1,0.707317,0.1,0,1,1,0,0
1,0.170732,0,0,1,0,0,0
1,0.463415,0.5,0,1,0,0,0
1,0.926829,0,1,1,1,1,1
1,0.04878,1,1,1,0,1,1
1,0.463415,0,0,0,0,0,0
1,0.243902,0.5,0,0,0,0,0
1,0.317073,0.1,0,1,0,0,0
1,0.756098,0.9,1,1,1,1,1
1,0.02439,0.05,1,1,1,1,1
1,0.97561,0.85,0,1,1,1,1
1,0.707317,0.4,0,0,0,0,0
1,0.95122,0.25,1,1,1,1,1
1,0.390244,0.7,0,1,1,0,0
1,0.682927,0.95,1,1,1,1,1
1,0.121951,0.3,0,0,0,0,0
1,0.560976,0.5,0,0,1,0,0
1,0.02439,0.4,0,0,0,0,0
1,0.097561,0.8,1,0,1,1,1
1,0.536585,1,1,1,1,1,1
1,0.414634,0.55,0,0,0,0,0
1,0.195122,0.55,0,1,0,0,0
1,0.121951,0.65,0,1,0,0,0
1,0.317073,0.25,1,1,1,0,1
1,0.707317,0.65,1,1,1,1,1
1,0.268293,0.15,1,0,1,1,1
0,0.268293,0.7,0,1,0,1,0
1,0.512195,0.25,0,1,1,0,0
1,0.560976,0.5,0,0,0,0,1
1,0.512195,0.1,1,1,0,1,1
1,0.560976,0.65,0,0,0,0,0
1,0.097561,0.7,0,0,0,0,0
1,0.756098,0.55,1,1,0,1,1
1,0.073171,0.5,0,0,0,0,0
0,0.463415,0.4,0,0,0,0,0
1,0.658537,0,1,1,0,1,1
1,0.073171,0.7,0,1,1,1,1
1,0.414634,0.75,1,1,1,1,1
1,0.756098,0.45,1,1,1,1,1
0,0.439024,1,1,0,1,0,1
1,0.560976,0.45,0,0,0,0,0
1,0.829268,0.05,1,1,1,1,1
0,0.463415,0.65,1,1,0,1,1
1,0.097561,0.65,0,0,0,0,0
1,0.292683,0.25,1,1,1,1,1
1,0.268293,0.05,1,0,1,0,0
1,0.853659,0.05,1,1,1,1,1
0,0.097561,0.95,1,1,1,0,1
1,0.073171,0,0,0,0,0,0
1,0.268293,0,1,0,1,1,1
1,0.02439,0.55,1,1,1,1,1
1,0.097561,1,1,1,1,1,1
1,0.121951,0.05,0,0,0,0,0
1,0.04878,0.45,0,0,1,1,1
1,0.731707,0.45,1,1,1,1,1
1,0.926829,0.3,1,1,1,1,1
1,0.731707,0.35,0,1,1,1,1
1,0.512195,0.7,0,0,0,0,0
0,0.02439,0.3,0,0,1,1,0
1,0.682927,0.1,1,1,0,1,1
1,0.414634,0.4,1,0,0,0,0
1,0.439024,0.65,1,1,1,1,1
0,0.707317,0.5,1,1,1,1,1
0,0.097561,0.6,1,1,1,1,1
1,0.073171,0.6,0,0,0,0,0
1,0.512195,0.55,1,0,0,0,0
1,0.658537,0.45,0,1,0,0,0
1,0.121951,0.1,0,1,1,0,0
1,0.634146,0.7,0,0,0,0,0
1,0.121951,0.5,0,1,0,0,0
1,0.390244,0.2,0,0,0,0,0
1,0.146341,0.3,1,1,1,0,0
1,0.341463,0.15,0,0,0,0,0
1,0.439024,0.2,0,0,0,0,0
1,0.487805,0,0,0,0,0,0
1,0.487805,0.2,0,0,0,0,0
1,0.414634,0.4,1,1,1,1,1
1,1,0.95,1,1,1,1,1
1,0.195122,0.2,0,1,0,0,0
1,0.804878,0.75,1,1,1,1,1
0,0.219512,0.25,1,0,1,1,1
1,0.292683,0.15,0,0,0,0,0
1,0.243902,0.6,0,0,0,1,0
1,0.536585,0.5,0,0,0,0,0
1,0.341463,0.15,0,0,0,0,0
1,0.658537,0.15,0,1,0,0,0
1,0.634146,0.4,0,0,1,0,0
1,0.585366,0,0,0,0,0,0
1,0.317073,0.5,1,1,1,1,1
1,0.878049,0.15,1,1,1,1,1
1,0.658537,0.65,1,1,1,1,1
1,0.682927,0.15,1,0,0,0,0
1,0.487805,0.5,1,1,1,1,1
1,0.439024,0.6,1,1,1,0,1
1,0.756098,0.7,0,1,1,1,1
1,0.365854,0.35,0,0,0,0,0
1,0.097561,0.45,0,0,0,0,0
1,0.585366,0.75,1,1,1,1,1
1,0.95122,0.2,0,1,0,1,1
1,0.414634,0.1,1,1,1,1,1
1,0.487805,0.6,1,1,1,1,1
1,0.390244,0.75,0,1,1,1,1
1,0.02439,0.1,0,0,0,0,0
1,0.536585,0.1,1,0,0,0,0
0,0.804878,0.1,1,1,1,1,1
1,0.097561,0.55,0,0,0,0,0
0,0.658537,0.6,0,0,0,0,0
1,1,0,1,0,1,1,1
1,0.268293,0.6,0,0,0,0,0
0,0.731707,0.75,1,0,1,1,1
1,0.463415,0.25,1,1,1,1,1
1,0.536585,0.65,0,0,0,0,0
1,0.292683,0.9,1,1,1,1,1
1,0.02439,0.15,1,0,0,0,0
1,0.243902,0.05,1,1,1,1,1
1,0.097561,0.4,1,0,1,0,0
1,0.707317,0.85,1,1,1,1,1
1,0.609756,0.65,0,1,0,1,1
1,0.02439,0.55,0,0,0,0,0
1,0,0,0,1,0,0,0
0,0.390244,0.3,1,1,1,1,1
1,0.512195,0.85,1,1,1,1,1
1,0.414634,0.5,1,0,0,0,0
1,0.756098,0.7,0,1,1,1,1
1,0.756098,1,1,1,1,0,1
1,0.02439,0.6,0,0,0,0,0
1,0,0.7,0,0,0,0,0
1,0.097561,0.45,0,0,0,0,0
1,0.95122,0.75,1,1,1,1,1
1,0.512195,0.5,0,0,0,0,0
1,0.804878,0.8,1,1,0,0,1
0,0.487805,0.1,0,0,0,0,0
1,0.365854,0.7,0,0,0,0,0
0,0.585366,0.6,1,1,1,1,1
1,0.463415,0.15,1,0,1,0,1
1,0.146341,0,0,0,0,0,0
1,0.317073,0.95,1,1,1,1,1
1,0.756098,0.7,0,1,1,1,1
1,0.097561,0.85,1,1,1,1,1
1,0.878049,0.15,1,1,1,1,1
1,0.829268,0.45,0,1,1,1,1
0,0.536585,0.15,0,0,0,0,0
0,0.243902,0.35,1,1,1,1,1
1,0.756098,0.15,1,1,0,1,1
1,0.243902,0,1,1,1,1,1
1,0.439024,0.4,1,1,1,1,1
1,0.390244,0.2,1,1,1,1,1
1,0.02439,0.45,1,0,1,1,1
1,0.170732,0.85,1,0,1,1,1
1,0.585366,0.85,1,1,1,1,1
1,0.512195,0.35,0,0,0,0,0
1,0.560976,0.05,1,1,0,1,1
1,0.512195,0.6,0,0,0,0,0
1,0.341463,0.35,0,0,0,0,0
1,0.463415,0.35,1,1,1,1,1
1,0.707317,0.55,0,0,0,0,0
1,0.414634,0.1,0,1,0,0,0
1,0.097561,0.45,1,1,1,1,1
1,0.219512,0.05,0,0,0,0,0
1,0.829268,0.15,1,1,1,1,1
1,0.439024,0,0,0,0,0,0
1,0.243902,0.25,1,0,0,0,0
1,0.463415,0.2,1,1,0,1,1
1,0.243902,0.6,0,1,1,0,0
1,0.365854,0.45,1,1,1,1,1
1,0.04878,0.5,0,0,0,0,0
1,0.365854,0.6,0,0,0,0,0
1,0.658537,0.55,0,0,0,0,0
1,0.804878,0.5,1,1,1,1,1
1,0.414634,0,0,0,0,0,0
1,0.365854,0.95,0,1,1,1,1
1,0.439024,0.9,1,1,1,0,1
0,0.439024,0,0,0,0,0,0
1,0.682927,0.3,0,0,0,1,0
1,0.609756,0.05,0,0,0,0,0
1,0.658537,0.4,1,1,1,1,1
1,0.560976,0.35,1,1,1,0,1
1,0.487805,0.2,0,0,0,0,0
1,0.195122,0,0,1,1,0,1
1,0.04878,0.15,0,0,0,0,0
1,0.512195,0.05,1,1,1,0,1
1,0.02439,1,1,1,1,1,1
1,0.95122,0.25,1,0,1,0,1
1,0.341463,0.65,0,0,0,0,0
1,0.243902,0.2,0,0,0,0,0
1,0.02439,0.1,0,0,0,1,0
1,0.756098,0.95,1,1,1,1,1
1,0.658537,0,0,0,1,0,0
1,0.170732,0.55,0,0,0,0,0
1,0.365854,0.05,1,1,1,1,1
1,0.268293,0.25,1,1,1,1,1
1,0.95122,0.55,1,1,1,0,1
1,0.658537,0.45,1,1,0,1,1
1,0.243902,0.25,1,0,0,1,0
1,0.634146,0.3,1,1,1,0,1
1,0.560976,0.35,1,0,0,0,0
0,0.170732,0.3,1,1,1,0,1
1,0.536585,0.6,1,1,1,1,1
0,0.317073,0.3,1,0,0,0,0
1,0.463415,0.1,0,1,1,0,0
0,0.390244,0.7,1,1,1,1,1
1,0.317073,0.2,0,0,0,0,0
1,0.170732,0.3,1,1,1,1,1
1,0.097561,0.2,1,1,1,1,1
1,0,0.05,0,0,0,0,0
1,0.073171,0.9,1,0,0,1,1
1,0.585366,0.1,0,0,1,0,0
1,0.04878,0.05,1,1,1,0,1
1,0.878049,0.7,1,0,1,1,1
1,0.707317,0,1,1,1,1,1
1,0.195122,0.15,0,0,1,0,0
1,0.95122,0.1,1,1,1,1,1
1,0.707317,0.7,0,0,0,0,0
1,0.634146,0.65,0,0,1,0,0
1,0.390244,0.6,0,0,0,0,0
1,0.146341,0.1,0,0,0,0,0
1,0.609756,0.6,1,1,1,1,1
1,0.829268,0.9,1,1,1,1,1
1,0.585366,0.25,0,0,1,0,0
1,0.04878,0.55,0,0,0,0,0
1,0.097561,0.35,0,1,0,1,0
1,0.634146,0.25,1,1,1,1,1
1,0.292683,0.65,0,0,1,0,0
1,0.439024,0.35,0,0,0,0,0
1,0,0.2,0,0,1,0,0
1,0.243902,0.25,1,1,1,1,1
1,0.268293,0.3,0,0,0,0,0
0,0.926829,0.7,0,0,1,1,1
1,0.536585,0.6,1,1,1,1,1
1,0.439024,0.05,0,0,0,0,0
1,0.121951,0.2,0,1,1,1,1
1,0,0.3,0,0,1,0,0
1,0.926829,0.3,1,0,1,1,1
0,0.463415,0.7,0,0,0,0,0
1,0.097561,0.05,0,0,0,0,0
1,0.341463,0.65,0,0,0,0,0
1,0.609756,0.6,0,0,0,0,0
0,0.95122,0.55,1,0,0,1,1
1,0.268293,0.4,0,0,0,0,0
1,0.439024,0.5,1,1,1,1,1
1,0.926829,0.05,1,1,1,1,1
1,0.95122,1,1,0,1,1,1
1,0.682927,0.4,0,1,0,0,1
1,0.829268,0.5,1,1,1,0,1
1,0.146341,0,0,0,1,0,0
1,0.365854,0.15,0,1,0,1,1
1,0.097561,0.65,0,1,1,0,1
1,0.634146,0.1,1,1,1,1,1
0,0.146341,0.4,0,0,0,0,0
1,0.170732,0.4,0,0,0,1,0
1,0.365854,0,0,0,0,0,0
1,0.414634,0.85,1,1,1,1,1
0,0.585366,0.45,1,1,1,1,1
1,0.463415,0.4,0,1,0,0,0
1,0.292683,0.2,0,0,0,0,0
1,0.829268,0.85,0,1,1,1,1
1,0.560976,0.5,0,0,1,0,0
0,0.146341,0.1,1,1,1,1,1
0,0.243902,0.5,0,0,0,0,0
1,0.658537,0.25,1,0,0,0,0
1,0.097561,0.65,0,0,0,0,0
1,0.292683,0.65,0,1,0,1,0
0,0.097561,0.45,0,1,0,0,0
1,0.560976,0.15,1,1,1,1,1
0,0.902439,0.55,0,1,1,1,1
1,0.292683,0.6,1,1,1,1,1
1,0.292683,0.35,0,0,0,0,0
1,0.658537,0.55,1,1,1,1,1
1,0.878049,0.2,1,1,1,1,1
1,0.268293,0.7,1,1,0,1,1
1,0.195122,0.05,0,0,1,0,0
1,0.121951,0.3,0,1,1,1,1
1,0.292683,0.05,0,0,0,0,0
1,0.243902,0.1,1,0,0,0,0
1,0.609756,0.05,0,0,1,1,0
0,0.317073,0.65,0,0,0,0,0
1,0.121951,0.2,1,1,1,1,1
1,0.97561,0.7,1,1,1,1,1
1,0.731707,0.95,1,1,1,1,1
1,0,0.5,0,0,0,0,0
0,0.219512,0.2,1,1,1,1,1
1,1,0.75,1,1,0,1,1
1,0.682927,0.1,0,0,0,0,0
1,0.121951,1,0,1,0,1,1
1,0.560976,0.65,1,0,0,0,0
1,0.390244,0.05,1,1,0,1,1
1,0.341463,0.3,0,0,0,0,0
1,0.292683,0,0,0,0,0,0
1,0.268293,0.05,0,0,0,0,0
0,0.073171,0.8,1,1,1,1,1
1,0.414634,0.2,0,0,0,1,0
1,0.121951,0.15,0,0,0,0,0
1,0.658537,0.05,1,1,0,0,0
1,0.634146,0.75,1,1,1,1,1
1,0.121951,0.15,0,0,0,0,0
1,0.390244,0,1,0,0,0,0
1,0.097561,0.3,1,1,1,1,1
1,0.170732,0.25,1,1,1,0,1
1,0.365854,0.15,0,0,0,0,0
1,0.341463,0.6,1,0,1,0,0
1,0.121951,0.85,1,1,1,0,1
1,0.341463,0,1,1,1,1,1
