,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,gender_predicted
3200,1,0.634146,0.2,0,0,0,1,0,0.04285714285714286
803,1,0.609756,0.55,1,1,1,1,1,1.0
3180,1,0.268293,0.7,1,1,1,1,1,1.0
4731,0,0.341463,0.65,0,0,0,0,0,0.0
4595,1,0.268293,0.85,1,1,1,1,1,1.0
1563,1,0.268293,0.75,1,1,1,1,1,1.0
4007,1,0.195122,0.0,0,0,0,0,0,0.0
4816,1,0.487805,0.6,0,0,0,0,0,0.0
3688,1,0.365854,0.9,1,1,1,1,1,1.0
2700,1,0.170732,0.1,0,0,0,0,0,0.0
1842,1,0.365854,0.7,0,0,0,0,0,0.0
2533,1,0.317073,0.35,0,1,1,1,1,1.0
1575,1,0.463415,0.1,0,0,0,1,0,0.0
327,1,0.02439,0.1,0,0,0,0,0,0.0
4053,1,0.658537,0.4,0,0,1,0,0,0.0
2556,1,0.536585,0.3,0,0,0,0,0,0.0
1438,1,0.853659,0.15,1,1,1,1,1,1.0
2516,1,0.926829,0.35,1,1,1,1,1,1.0
3076,1,0.414634,0.4,0,0,0,0,0,0.0
2001,1,0.121951,0.15,0,0,0,0,0,0.0
764,1,0.853659,0.75,1,1,1,1,1,1.0
4693,1,0.146341,0.2,0,1,0,0,0,0.0
454,1,0.195122,0.5,0,0,0,0,0,0.0
